"panstwo","rok","smiertelnosc_dzieci","emisja_co2","smierci_w_katastrofach","hdi","gdpPerCap","%pracownikow_w_przemysle","przewidywana_dlug_zycia","nowe_przyp_raka_pluc_M","nowe_przyp_raka_pluc_K","sustainable_development_indeks"
"Afghanistan",1990,179,0.21,144,0.302,1120,12.4,53.8,21.5,3.96,32.5
"Afghanistan",1992,167,0.0954,614,0.316,981,11.6,54.2,20.8,3.92,34
"Afghanistan",1994,156,0.0752,160,0.307,498,11.5,53.9,20.4,3.87,33
"Afghanistan",1996,146,0.0619,70,0.335,698,10.7,54.7,20,3.74,36
"Afghanistan",1998,138,0.0522,7120,0.344,634,9.95,53.3,19.8,3.67,37.1
"Afghanistan",2000,129,0.037,37,0.35,584,8.98,54.7,19.8,3.64,37.7
"Afghanistan",2002,121,0.0471,1290,0.384,1190,10.3,55.5,19.8,3.68,41.4
"Afghanistan",2004,113,0.0368,18,0.409,1200,11.3,57.1,20.1,3.84,44
"Afghanistan",2006,104,0.0622,382,0.429,1320,12.2,58,20,3.97,46.2
"Afghanistan",2008,96,0.152,1320,0.447,1480,13.6,59.2,19.9,4.11,48.1
"Afghanistan",2010,88,0.29,350,0.472,1960,14.7,60.5,19.8,4.29,50.8
"Afghanistan",2012,80.5,0.345,378,0.489,2080,16.3,61.4,19.6,4.48,52.7
"Afghanistan",2014,73.5,0.253,575,0.5,2100,17.2,61.9,19.5,4.66,53.8
"Afghanistan",2016,67.5,0.245,84,0.502,2060,18,62,19.4,4.82,54.1
"Afghanistan",2018,62.3,0.254,123,0.509,2030,18.6,62.7,19.3,5.02,54.9
"Albania",1990,40.7,1.68,0,0.65,4830,11.6,72.8,52.5,9.56,69.9
"Albania",1992,37.4,0.775,11,0.615,3270,11.6,73.2,49,9.69,66.2
"Albania",1994,34.5,0.612,0,0.624,3920,12,74.6,43.8,9.27,67.2
"Albania",1996,31.7,0.651,0,0.646,4910,11.6,74.5,46.8,10.2,69.5
"Albania",1998,28.8,0.563,0,0.655,4820,12.2,74.8,47.1,10.7,70.6
"Albania",2000,25.9,0.966,0,0.671,5890,13.7,75.4,46.1,11.1,72.3
"Albania",2002,23.1,1.2,7,0.684,6750,14.8,75.9,44.1,11.2,73.7
"Albania",2004,20.4,1.34,3,0.696,7580,15.8,75.8,44.8,11.2,74.7
"Albania",2006,17.9,1.27,0,0.713,8570,16.9,76.9,40.3,10.6,76.3
"Albania",2008,15.5,1.46,0,0.728,9910,19.9,77.6,39.3,9.97,77.7
"Albania",2010,13.3,1.56,0,0.745,10700,18.6,78.1,39.5,8.97,79.6
"Albania",2012,11.4,1.69,5,0.775,11200,16.9,78.2,41.1,9.41,82.2
"Albania",2014,10.1,1.9,0,0.787,11600,18.7,78.2,43.1,9.77,82.6
"Albania",2016,9.27,1.57,2,0.788,12300,19.4,78.2,44.7,10.2,82.1
"Albania",2018,8.82,1.59,0,0.792,13300,20,78.4,45.1,10.5,82.3
"Algeria",1990,49.5,2.98,0,0.572,8750,25.4,67.5,19.4,4,61.6
"Algeria",1992,47,2.96,21,0.582,8380,25,68.3,19.2,4.02,62.7
"Algeria",1994,44.8,3.06,233,0.59,7790,24.8,68.7,18.5,4.02,63.5
"Algeria",1996,42.5,3.31,4,0.602,8120,24.7,69.6,17.6,4,64.9
"Algeria",1998,40.8,3.53,0,0.621,8360,24.7,70.2,16.2,3.91,66.9
"Algeria",2000,39.7,2.82,48,0.637,8710,25,71,15.3,3.95,68.6
"Algeria",2002,37.8,2.81,48,0.657,9230,24.7,71.8,14.9,3.96,70.8
"Algeria",2004,35,2.69,22,0.677,10100,26.8,72.6,15.1,3.97,72.9
"Algeria",2006,32,2.98,5,0.69,10500,28.4,73.3,15.3,4.01,74.4
"Algeria",2008,29.4,3.14,93,0.702,10800,29.6,73.9,15.8,4.02,75.6
"Algeria",2010,27.4,3.28,0,0.721,11000,30.9,74.5,16,4.01,77.6
"Algeria",2012,26.1,3.43,69,0.728,11200,31,74.9,15.6,4.11,78.4
"Algeria",2014,25.3,3.68,6,0.736,11500,30.9,75.3,15.2,4.18,79.1
"Algeria",2016,24.5,3.64,0,0.743,11800,30.8,75.7,15.1,4.22,79.8
"Algeria",2018,23.5,3.69,6,0.746,11600,30.2,76,14.9,4.38,80.1
"Angola",1990,223,0.43,0,0.641181410161485,1610,8.88,49.7,24.8,4.23,56.7479920877161
"Angola",1992,224,0.408,0,0.650469398998256,1620,8.66,50.3,24.8,4.36,56.7645609749053
"Angola",1994,224,0.286,0,0.659757387835027,1300,8.5,50.3,24.8,4.44,56.7811298620944
"Angola",1996,221,0.725,0,0.6690453766718,1780,8.46,51.7,24.2,4.37,56.7976987492836
"Angola",1998,215,0.474,0,0.678333365508571,2110,8.51,50.6,24.3,4.57,56.8142676364728
"Angola",2000,206,0.581,59,0.4,2340,8.67,52.8,24.1,4.72,43.1
"Angola",2002,193,0.72,8,0.426,2930,8.94,54.5,22.9,4.65,45.8
"Angola",2004,176,0.998,28,0.446,3560,8.84,55.5,23,4.83,48.1
"Angola",2006,157,1.1,0,0.473,5610,8.32,57,22.7,4.83,50.9
"Angola",2008,138,1.18,7,0.501,7850,7.75,58.8,23,4.91,53.9
"Angola",2010,120,1.24,25,0.517,7690,7.96,60.2,23.6,5.18,55.8
"Angola",2012,105,1.35,0,0.544,8040,7.85,61.4,24.1,5.42,58.6
"Angola",2014,92.9,1.64,0,0.565,8240,7.57,63,23.7,5.52,60.8
"Angola",2016,84,1.18,113,0.578,7570,7.19,63.9,23.6,5.82,62.2
"Angola",2018,77.2,1.12,8,0.582,6930,6.79,64.6,23.7,6.16,62.7
"Argentina",1990,28.6,3.43,21,0.718,14100,32.9,72.5,56.8,9.82,77.1
"Argentina",1992,27.3,3.61,45,0.73,16200,29.7,72.8,57.5,10.3,77.1
"Argentina",1994,25.2,3.55,24,0.739,18100,27.1,73.4,55.2,10.6,77.4
"Argentina",1996,23.1,3.82,0,0.748,18100,25.5,73.5,55.4,11,78
"Argentina",1998,21.2,3.87,19,0.763,19900,23.7,73.7,54.9,11.6,78
"Argentina",2000,19.6,3.85,37,0.781,18600,22,74.2,51.8,11.7,80.3
"Argentina",2002,18.3,3.3,11,0.781,15500,21.8,74.3,51.8,12.2,83.4
"Argentina",2004,17.1,4.08,10,0.787,18000,23.3,74.9,48.5,12.6,82.5
"Argentina",2006,16.1,4.45,0,0.812,20800,23.9,75.4,46.8,13,83.7
"Argentina",2008,15.3,4.7,0,0.821,23100,23.2,75.7,45.8,13.5,82
"Argentina",2010,14.4,4.57,42,0.829,23500,24,75.9,43.4,14,81.6
"Argentina",2012,13.3,4.6,25,0.834,24100,23.9,76.2,42.3,14.5,80.3
"Argentina",2014,12.1,4.56,27,0.836,23600,23.7,76.5,39.5,14.6,78.2
"Argentina",2016,10.9,4.6,0,0.839,23200,22.4,76.2,40.2,15,77.2
"Argentina",2018,9.94,4.41,2,0.842,22700,21.8,76.5,39.8,14.9,77.2
"Armenia",1990,49,5.12,0,0.654,5180,16.9,70.6,72.4,10.7,56.7645609749053
"Armenia",1992,44.9,1.7,0,0.618,2740,16.1,69.4,76.7,10.9,66.5
"Armenia",1994,41,0.827,0,0.621,2760,15.7,69.5,73.6,9.92,66.8
"Armenia",1996,37.3,0.819,0,0.634,3230,15.4,70.4,71.2,9.66,68.3
"Armenia",1998,33.9,1.09,0,0.657,3650,15.4,71.6,66,9.87,70.7
"Armenia",2000,30.8,1.14,0,0.669,4050,15.8,72.4,67.8,10.1,72
"Armenia",2002,27.8,1.01,0,0.682,5080,16.8,72.7,69.7,10.1,73.4
"Armenia",2004,25.2,1.23,1,0.7,6470,17.9,73,69.8,10.4,75.4
"Armenia",2006,22.7,1.49,0,0.726,8460,19,73.1,71,10.7,78.2
"Armenia",2008,20.5,1.92,0,0.745,10500,17.1,73.5,70.2,11.1,79.9
"Armenia",2010,18.5,1.48,0,0.747,9290,16.7,73.9,67.8,10.7,80.4
"Armenia",2012,16.7,1.99,0,0.756,10400,17,74.6,63.1,10.3,81.3
"Armenia",2014,15.1,1.91,0,0.764,11000,15.9,75.2,60.5,9.77,82
"Armenia",2016,13.7,1.76,0,0.766,11300,16.7,75.3,60.3,9.63,81.7
"Armenia",2018,12.4,1.89,0,0.771,12700,25.2,75.6,60.5,10.1,82.2
"Australia",1990,9.19,16.4,12,0.871,31000,23.5,77,61,19.5,33.6
"Australia",1992,8.15,16.4,2,0.873,30300,23.3,77.6,58.8,20.2,35.1
"Australia",1994,7.31,16.5,36,0.879,32100,22.6,78,58.2,20.9,33.7
"Australia",1996,6.77,17.2,21,0.89,33700,21.9,78.5,56.2,21.7,28.5
"Australia",1998,6.45,18,20,0.896,35900,21.2,79.1,53.9,22,24.3
"Australia",2000,6.19,18.5,1,0.903,38200,20.7,79.7,50,22.7,24.3
"Australia",2002,5.99,18.7,2,0.907,39500,20.9,80.3,46.5,23.6,22.7
"Australia",2004,5.82,19.3,6,0.911,41500,21.1,80.9,45.4,24.1,19.3
"Australia",2006,5.59,19.1,4,0.909,42700,21.2,81.5,44.9,24.4,20
"Australia",2008,5.21,19,8,0.926,44700,21.1,81.7,46.3,25.4,19.9
"Australia",2010,4.77,18.4,36,0.93,44900,20.8,82.1,44.1,24.8,18
"Australia",2012,4.32,17.8,4,0.937,46400,20.5,82.6,41.3,24.8,16.7
"Australia",2014,3.98,16.7,141,0.933,47200,19.4,82.7,40.4,25.3,15.8
"Australia",2016,3.79,17,8,0.939,48100,19.4,83,38.1,24,15.1
"Australia",2018,3.69,16.9,0,0.943,49000,19,82.9,38.1,24.1,15
"Austria",1990,9.52,8.08,3,0.803,37500,33.8,76,57.2,12.7,68
"Austria",1992,8.53,7.72,0,0.813,38800,32.8,76.3,57.4,13.3,60.3
"Austria",1994,7.37,7.71,0,0.821,39400,32.1,76.7,55.6,14.2,58
"Austria",1996,6.36,8.45,0,0.829,41300,29.6,77.3,55.2,15.3,53.8
"Austria",1998,5.77,8.35,0,0.837,43600,29.8,77.9,53.9,16,49.3
"Austria",2000,5.5,8.22,13,0.847,46500,29.4,78.5,52,17.3,49.4
"Austria",2002,5.31,8.87,12,0.847,47400,28.9,79,51.5,18.1,45.3
"Austria",2004,5.05,9.49,0,0.858,48600,27.6,79.5,51.2,19.1,34
"Austria",2006,4.76,9.31,0,0.87,50800,27.3,80.1,48.8,19.7,31.3
"Austria",2008,4.54,8.85,4,0.893,53200,25,80.5,47.9,21.3,29.2
"Austria",2010,4.33,8.6,0,0.904,51800,26,80.8,48.9,22.1,30.2
"Austria",2012,4.05,7.95,5,0.908,53300,25.9,81.2,46.3,23.3,28.1
"Austria",2014,3.8,7.49,0,0.913,52900,25.8,81.5,44.4,24.4,26.9
"Austria",2016,3.65,7.7,0,0.917,53300,24.9,81.8,42.6,24,25.5
"Austria",2018,3.52,7.75,0,0.921,55300,25.4,82.1,40.5,22.9,25.2
"Azerbaijan",1990,95.6,7.14,0,0.6690453766718,7620,13.5,66.9,51.8,8.03,56.8142676364728
"Azerbaijan",1992,96.1,7.52,0,0.678333365508571,5690,12.5,64.5,50.5,8.01,56.8308365236619
"Azerbaijan",1994,95.9,5.46,0,0.687621354345342,3420,11.5,63.8,47.6,7.83,56.8474054108511
"Azerbaijan",1996,92.2,3.98,0,0.605,2990,11.1,65.3,43.5,7.22,64.8
"Azerbaijan",1998,84.8,3.97,1,0.619,3410,11,66,39.1,6.84,66.5
"Azerbaijan",2000,75,3.64,42,0.635,4000,10.7,66.5,36,6.73,68.2
"Azerbaijan",2002,64.9,3.58,0,0.651,4740,11.6,67.2,33.6,6.64,69.8
"Azerbaijan",2004,56.2,3.8,0,0.667,5610,12,67.2,34.3,6.92,71.2
"Azerbaijan",2006,49.2,4.54,0,0.701,9450,12.6,67.7,37.2,7.53,74.9
"Azerbaijan",2008,43.1,4.02,0,0.716,12700,12.6,68.5,39.8,8.3,76.3
"Azerbaijan",2010,37.6,3.39,3,0.726,14100,14.1,69,41.3,8.69,77.6
"Azerbaijan",2012,32.7,3.79,5,0.73,14000,14.4,69.5,42.9,8.84,77.6
"Azerbaijan",2014,28.3,3.88,0,0.74,14900,14.1,69.9,42.9,8.97,78.1
"Azerbaijan",2016,24.5,3.82,0,0.751,14200,14.4,70.3,42.6,8.87,79.1
"Azerbaijan",2018,21.5,3.7,0,0.754,14200,14.8,70.8,41.7,8.92,79.4
"Bahamas",1990,23.5,7.18,0,0.715485320855656,38100,15.3,70.9,29.7,6.96,56.8971120724186
"Bahamas",1992,21.4,6.96,4,0.724773309692427,33900,12.2,71,27.6,6.49,56.6651476517703
"Bahamas",1994,19.4,6.34,0,0.594741465977629,33800,14.2,70.5,27.8,6.39,56.6817165389594
"Bahamas",1996,17.7,6.09,0,0.6040294548144,35700,14.6,70.4,27.8,6.75,56.6982854261486
"Bahamas",1998,16.4,6.57,0,0.613317443651171,35600,16.7,71.4,25.8,6.77,56.7148543133378
"Bahamas",2000,15.7,6.55,0,0.797,40600,17,71.3,25,7.29,25.7
"Bahamas",2002,15.4,6.27,0,0.8,41400,15.8,71.9,25.1,7.38,31
"Bahamas",2004,15.1,6.19,12,0.8,39800,17.8,72.4,24.7,7.63,33.6
"Bahamas",2006,14.5,5.37,0,0.804,40600,17.9,73,24.6,7.83,27.8
"Bahamas",2008,13.7,6.87,0,0.804,38800,16,73.5,24.1,7.86,34.6
"Bahamas",2010,12.9,6.73,0,0.805,36500,15.9,73.2,24.1,8.11,31.8
"Bahamas",2012,12.1,5.24,1,0.807,37000,15.4,73.3,23,8.12,31.4
"Bahamas",2014,11.5,6.34,0,0.805,35800,14.8,73.6,21.8,8.13,27
"Bahamas",2016,10.9,4.73,0,0.81,35700,14.7,73.7,22.2,8.05,26.8
"Bahamas",2018,10.2,4.7,0,0.812,36500,14.3,73.8,22.4,7.97,27
"Bangladesh",1990,144,0.137,1020,0.394,1520,13.6,58.2,14.6,2.46,42.4
"Bangladesh",1992,132,0.143,40,0.41,1580,11.9,60.2,13.4,2.43,44.1
"Bangladesh",1994,120,0.156,350,0.426,1650,10.4,61.8,13.1,2.48,45.8
"Bangladesh",1996,108,0.183,881,0.443,1740,9.94,63.1,12.9,2.56,47.7
"Bangladesh",1998,97.3,0.189,1490,0.461,1830,10.4,64.5,12.3,2.57,49.6
"Bangladesh",2000,87.3,0.208,191,0.478,1940,11.2,65.5,11.9,2.71,51.4
"Bangladesh",2002,78.2,0.242,832,0.492,2040,12.3,66.3,11.7,2.72,53
"Bangladesh",2004,70,0.263,1000,0.506,2170,13.8,67.1,11.6,2.72,54.5
"Bangladesh",2006,62.4,0.296,154,0.521,2400,15.3,67.8,11.9,2.77,56.1
"Bangladesh",2008,55.4,0.314,68,0.531,2660,16.8,69,11.9,2.75,57.2
"Bangladesh",2010,49.1,0.366,107,0.557,2880,18.1,70,11.7,2.9,59.9
"Bangladesh",2012,43.4,0.402,344,0.575,3200,19,72.3,10.5,2.93,61.9
"Bangladesh",2014,38.4,0.427,79,0.579,3510,20,73,10.6,3.02,62.4
"Bangladesh",2016,33.9,0.481,198,0.606,3920,20.4,73.9,10.5,3.14,65.3
"Bangladesh",2018,30.2,0.531,102,0.625,4440,21.3,74.2,11,3.34,67.3
"Barbados",1990,18.1,4.1,0,0.732,14000,20.1,73.9,16.6,4.53,68.6
"Barbados",1992,16.7,3.71,0,0.733,12600,19.1,73.9,16.9,4.56,67.9
"Barbados",1994,15.6,2.8,0,0.742,12800,19.6,73.8,17.5,4.32,69.2
"Barbados",1996,15,3.09,0,0.751,13500,19.7,74.1,17.6,4.39,67.1
"Barbados",1998,14.9,4.09,0,0.753,14500,21.4,74.5,17,4.65,66.1
"Barbados",2000,15.2,4.24,0,0.771,15100,19.6,74.7,15.1,5.07,66.9
"Barbados",2002,15.6,4.39,0,0.774,14800,17.6,75.1,15.1,5.45,69.4
"Barbados",2004,15.7,4.62,1,0.782,15200,17.1,74.9,16.1,5.73,69.3
"Barbados",2006,15.5,4.84,0,0.791,16600,17.2,75.4,15.7,5.83,62.7
"Barbados",2008,15.1,5.76,0,0.8,16900,17.9,75.8,14.8,6.14,67.1
"Barbados",2010,14.6,5.19,0,0.797,15600,18.5,76.2,13.4,6.34,75.2
"Barbados",2012,14.2,5.15,0,0.808,15300,19,76.5,13,6.41,73.5
"Barbados",2014,13.6,4.37,0,0.808,15000,19.4,76.5,12.9,6.36,71.9
"Barbados",2016,12.9,4.43,0,0.811,15700,19.3,76.5,12.7,6.27,71.2
"Barbados",2018,12.2,4.48,0,0.81,15700,18.9,76.5,13.1,6.25,70.9
"Belgium",1990,10,12.1,16,0.813,35500,31.2,76.2,104,13.5,74.5
"Belgium",1992,9.21,12.2,0,0.832,36400,29.5,76.5,101,14,67.5
"Belgium",1994,8.19,12.3,0,0.852,37000,28.3,76.8,97.6,14.3,65.8
"Belgium",1996,7.14,12.7,0,0.864,38200,27.5,77.3,91.9,14.4,64
"Belgium",1998,6.35,12.7,1,0.873,40300,25.8,77.7,86.8,15.3,61.9
"Belgium",2000,5.81,12.3,0,0.88,43000,25.5,78,83.7,16,56.1
"Belgium",2002,5.4,12.2,7,0.886,43900,24.9,78.5,79.6,17,59.1
"Belgium",2004,5.07,12.3,0,0.893,45500,24.7,79.1,73.5,17.9,52.3
"Belgium",2006,4.83,11.7,940,0.904,47200,24.4,79.6,67.8,18.8,49.9
"Belgium",2008,4.64,11.2,1,0.906,48400,23.5,79.9,63.5,19.3,43.8
"Belgium",2010,4.46,10.4,4,0.91,48000,23.2,80.2,68,22.6,49.8
"Belgium",2012,4.29,9.17,3,0.913,48200,21.7,80.5,69.8,24.5,52.2
"Belgium",2014,4.09,8.55,0,0.918,48700,21.4,81,65.8,25.4,47.8
"Belgium",2016,3.88,8.68,2,0.924,49800,20.8,81.3,62,24.9,43.8
"Belgium",2018,3.65,8.69,1,0.93,51100,20.8,81.4,60.2,23.7,42.9
"Belize",1990,38.3,1.66,0,0.61,4860,20.1,72.8,15.7,4.91,65.5
"Belize",1992,33.8,1.83,0,0.621,5850,20,73.6,15.4,4.74,65.7
"Belize",1994,30.3,1.85,0,0.623,6000,17.8,73.2,16,5.01,66.1
"Belize",1996,27.6,1.44,0,0.624,5780,18.3,72.2,18.3,5.63,66.3
"Belize",1998,25.4,1.61,9,0.628,5770,17,70.6,23.3,6.08,67.1
"Belize",2000,23.6,1.6,14,0.64,6600,17.4,70,25.2,6.41,67.7
"Belize",2002,22.2,1.65,0,0.651,6820,17.6,71.4,21.8,6.53,68.3
"Belize",2004,21.3,1.42,0,0.665,7410,17.9,72,20.9,6.73,70
"Belize",2006,20.6,1.52,0,0.672,7520,17.3,72.6,20.6,7.14,71.3
"Belize",2008,19.9,1.42,8,0.679,7430,16.7,73.6,19.3,7.13,71.6
"Belize",2010,18.9,1.67,0,0.695,7300,16.2,73.6,19,7.2,74
"Belize",2012,17.6,1.41,0,0.701,7270,15.8,74.3,17.9,7.21,74.2
"Belize",2014,16.1,1.4,0,0.705,7320,15.4,74.3,18.3,7.2,74.2
"Belize",2016,14.5,1.54,0,0.717,7210,15.7,74.4,18.6,6.93,75.4
"Belize",2018,13,1.5,0,0.714,7260,15.6,74.4,19.2,7.05,75.1
"Benin",1990,175,0.137,0,0.364,2180,20.1,55.7,16,4.18,39.2
"Benin",1992,167,0.162,0,0.375,2180,20,56.4,15.7,4.15,40.4
"Benin",1994,159,0.214,0,0.386,2200,20.3,56.8,15.5,4.18,41.5
"Benin",1996,152,0.202,11,0.394,2280,20.2,56.9,15.5,4.24,42.5
"Benin",1998,146,0.185,0,0.403,2360,20,57.2,15.4,4.21,43.4
"Benin",2000,139,0.229,0,0.416,2480,19.8,57.4,15.8,4.24,44.8
"Benin",2002,133,0.282,0,0.438,2570,19.6,57.9,16.4,4.29,47.2
"Benin",2004,126,0.32,0,0.453,2610,19.4,58.5,16.8,4.34,48.8
"Benin",2006,120,0.452,0,0.467,2610,19,59.1,16.9,4.45,50.3
"Benin",2008,116,0.49,15,0.482,2740,18.8,60.1,17,4.58,51.9
"Benin",2010,111,0.537,46,0.494,2710,18.6,61.1,17.4,4.81,53.2
"Benin",2012,107,0.477,4,0.51,2760,18.4,61.7,17.5,4.96,54.9
"Benin",2014,102,0.508,0,0.527,2980,18.4,62.3,17.2,5.04,56.7
"Benin",2016,97.7,0.577,0,0.533,2960,18.3,63,16.9,5.12,57.4
"Benin",2018,93,0.623,0,0.541,3160,18.3,64,16.8,5.24,58.2
"Bhutan",1990,127,0.242,0,0.650469398998256,2880,5.85,60.3,9.93,2.53,56.7811298620944
"Bhutan",1992,116,0.385,0,0.659757387835027,2980,5.91,61.5,9.92,2.62,56.7976987492836
"Bhutan",1994,106,0.379,39,0.6690453766718,3210,6.02,62.6,9.83,2.74,56.8142676364728
"Bhutan",1996,96.1,0.527,0,0.678333365508571,3560,6.12,64.2,9.6,2.87,56.8308365236619
"Bhutan",1998,86.5,0.651,0,0.687621354345342,3810,6.35,65.4,9.66,3.01,56.8474054108511
"Bhutan",2000,77.7,0.646,200,0.696909343182114,4060,6.95,65.7,9.71,3.12,56.8639742980402
"Bhutan",2002,69.4,0.653,0,0.706197332018885,4690,7.38,67.7,9.71,3.16,56.8805431852294
"Bhutan",2004,61.6,0.455,0,0.715485320855656,5170,7.64,68.6,9.96,3.26,56.8971120724186
"Bhutan",2006,54.4,0.568,0,0.526,5760,7.25,69.5,10.2,3.34,56.7
"Bhutan",2008,48.1,0.597,0,0.551,7000,6.67,70.3,10.4,3.46,59.3
"Bhutan",2010,42.5,0.678,0,0.574,8190,9.2,71,10.6,3.61,61.3
"Bhutan",2012,38.1,1.1,0,0.597,9080,11,71.6,10.8,3.78,63.4
"Bhutan",2014,34.7,1.33,0,0.618,9570,9.65,72.1,10.8,3.9,64.9
"Bhutan",2016,31.9,1.56,0,0.637,10800,10.2,72.5,10.8,4.02,66.7
"Bhutan",2018,29.7,1.61,0,0.649,11300,10.2,73,11,4.17,67.9
"Bolivia",1990,121,0.835,0,0.551,4590,19.2,61.7,19.1,7.58,59.3
"Bolivia",1992,112,0.925,53,0.566,4710,19,62.5,18.6,8.07,60.9
"Bolivia",1994,103,1.15,5,0.581,4930,19,63.6,18,8.27,62.6
"Bolivia",1996,93.6,1.26,40,0.595,5160,18.6,64.6,17.7,8.3,64.1
"Bolivia",1998,84.4,1.35,155,0.61,5470,18.9,65.5,17.9,8.48,65.7
"Bolivia",2000,75.3,1.31,36,0.627,5420,15.7,66.5,17.6,8.43,67.6
"Bolivia",2002,67,1.18,96,0.637,5430,20.5,67.6,17.1,8.61,68.6
"Bolivia",2004,59.4,1.22,0,0.641,5610,19.4,68.6,16.6,8.78,69.1
"Bolivia",2006,52.5,1.59,25,0.649,5920,19.7,69.3,16.2,8.86,69.9
"Bolivia",2008,46.4,1.34,0,0.658,6350,20.7,69.8,16.2,9.03,70.9
"Bolivia",2010,41.1,1.49,30,0.667,6610,20.9,70.3,16.3,9.09,71.8
"Bolivia",2012,36.5,1.79,13,0.675,7080,19.8,70.7,16.6,9.31,72.7
"Bolivia",2014,32.4,1.87,137,0.69,7730,22.5,71.1,16.6,8.89,74.3
"Bolivia",2016,29.3,1.92,4,0.702,8200,20,71.5,16.9,9.67,75.6
"Bolivia",2018,26.8,1.96,6,0.714,8660,19.4,71.8,17.1,9.88,76.9
"Botswana",1990,51.3,2.1,0,0.573,8430,25.5,61.3,32.3,7.5,55
"Botswana",1992,57.1,2.04,0,0.577,8800,25.7,58.6,34.5,7.95,53.9
"Botswana",1994,65.2,2.11,0,0.57,8840,26,54.6,37.5,8.26,54.4
"Botswana",1996,74.5,1.83,0,0.575,9540,23.8,50.6,41.4,8.25,55.4
"Botswana",1998,82.4,2.12,0,0.58,9910,21.6,47.6,44.2,8.47,52.5
"Botswana",2000,86.9,2.3,3,0.581,10600,21.6,45.5,45.6,9.26,50.4
"Botswana",2002,84.3,2.33,0,0.579,10900,22.6,44.9,45.5,9.94,49.8
"Botswana",2004,78,2.21,0,0.592,11300,20.8,47.5,43.2,10,43.1
"Botswana",2006,65.7,2.25,0,0.615,12300,19.4,51.4,40.9,9.81,46.2
"Botswana",2008,59.3,2.35,0,0.641,13600,18.1,54.7,38.5,10.5,44.9
"Botswana",2010,49.8,2.28,0,0.663,13100,18.1,57,37.6,11,40.9
"Botswana",2012,46.1,2.49,0,0.689,14200,18,58.6,37,11.5,43.6
"Botswana",2014,42.3,3.28,0,0.711,16000,18,60.1,36.5,11.9,33.3
"Botswana",2016,39.4,2.93,0,0.72,15700,17.8,61.2,35.8,11.7,32.9
"Botswana",2018,36.5,2.96,0,0.73,16200,17.6,61.8,35.6,11.8,33.3
"Brazil",1990,63,1.39,24,0.613,10500,23.4,67.3,26.9,8.99,65.9
"Brazil",1992,57.2,1.42,137,0.627,10200,23,68.3,26.4,9.08,67.4
"Brazil",1994,51,1.5,0,0.642,11000,22.8,68.8,26.9,9.38,69
"Brazil",1996,45,1.71,186,0.658,11300,22.9,69.5,26.8,9.68,70.4
"Brazil",1998,39.6,1.82,14,0.67,11400,22.1,70.4,26.7,9.87,71.5
"Brazil",2000,34.8,1.86,115,0.685,11600,21.6,71.2,26.6,10.2,73.1
"Brazil",2002,30.5,1.83,104,0.699,11800,21.5,71.8,26.1,10.4,74.6
"Brazil",2004,26.6,1.81,39,0.698,12300,22,72.3,25.8,10.6,74.4
"Brazil",2006,23.3,1.82,20,0.702,12900,22.5,73.1,24.4,10.8,74.5
"Brazil",2008,20.7,1.98,203,0.717,14100,22.7,73.5,23.7,11,75
"Brazil",2010,18.7,2.1,395,0.727,14900,22.3,73.8,23.1,11.3,74.5
"Brazil",2012,17.3,2.31,3,0.735,15500,22.9,74.3,22.2,11.6,74.7
"Brazil",2014,16.2,2.59,41,0.756,15800,22.2,74.8,21.5,11.7,75.5
"Brazil",2016,16.4,2.2,33,0.758,14500,20.5,75,21.3,11.9,75
"Brazil",2018,14.3,2.18,22,0.762,14700,19.9,75.7,20.2,11.7,75.1
"Bulgaria",1990,18.3,8.66,1,0.708,12500,41.1,70.1,51.4,8.25,73.4
"Bulgaria",1992,19.1,6.57,0,0.705,10800,39.2,69.8,47.4,7.7,74.7
"Bulgaria",1994,19.2,6.61,0,0.705,11000,37.5,69.3,43.6,6.94,74.5
"Bulgaria",1996,19.4,7,0,0.718,12000,35.4,69.3,41.1,6.77,76.2
"Bulgaria",1998,18.9,6.54,3,0.718,10800,33.8,69.4,42.1,6.81,76
"Bulgaria",2000,17.5,5.66,14,0.72,10500,32.8,70.2,42.3,7.14,76.4
"Bulgaria",2002,15.9,5.87,1,0.736,12000,32.1,70.7,46.4,7.72,77.6
"Bulgaria",2004,14.2,6.4,0,0.752,13700,34.2,71,55.6,9.07,78
"Bulgaria",2006,12.5,6.8,0,0.765,15900,35.5,71.2,64.3,10.3,76.6
"Bulgaria",2008,11.4,7.18,10,0.78,18300,35.2,71.9,68,11.5,74.4
"Bulgaria",2010,10.7,6.44,3,0.788,18200,31.5,72.3,69.1,12.3,78.2
"Bulgaria",2012,9.79,6.59,38,0.795,18900,30.2,73,68.2,13.1,77.3
"Bulgaria",2014,8.68,6.23,21,0.806,19200,29.9,73,68.6,13.8,77.7
"Bulgaria",2016,7.75,6.33,0,0.811,20700,29.9,73.3,66.5,13.7,75.3
"Bulgaria",2018,7.06,6.32,0,0.813,22200,30,73.3,64.7,13.6,74.3
"Burkina Faso",1990,199,0.0662,0,0.6040294548144,1020,3.16,50.7,13.6,3.54,56.6982854261486
"Burkina Faso",1992,199,0.0678,0,0.613317443651171,1050,3.25,50.5,13.4,3.44,56.7148543133378
"Burkina Faso",1994,197,0.0658,22,0.622605432487942,1050,3.68,50.6,13.3,3.36,56.7314232005269
